INDICATORS;PRCCODE;PRCCODE_LABEL;DECL;PERIOD;Value;Flag and Footnotes
PQNTBASE;24312020;Barres en aciers à teneur en poids en carbone de 0,9 à 1,15 % et en chrome de 0,5 à 2 %, également à teneur en poids en molybdène <= 0,5 %, simplement obtenues ou parachevées à froid (à l'exclusion des demi-produits, des produits laminés plats et des produits laminés à chaud enroulés en spires non rangées);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24312030;Barres en aciers à outils, simplement obtenues ou parachevées à froid (à l'exclusion des demi-produits, des produits laminés plats et des produits laminés à chaud enroulés en spires non rangées);EU27TOTALS_2020;Jan.-Dec. 2017;100,000;
PQNTBASE;24312040;Barres et plats en aciers alliés autres qu'inoxydable, finis à froid (à l'exclusion des aciers à coupe rapide, des aciers silicomanganeux, des aciers pour roulements et des aciers pour outillage);EU27TOTALS_2020;Jan.-Dec. 2017;7,000,000;
PQNTBASE;24312050;Profilés en aciers alliés autres qu'inoxydable, finis ou formés à froid;EU27TOTALS_2020;Jan.-Dec. 2017;4,000;
PQNTBASE;24313000;Barres étirées à froid et profilés pleins en acier inoxydable;EU27TOTALS_2020;Jan.-Dec. 2017;50,000,000;
PQNTBASE;24321011;Feuillards laminés à froid en aciers non alliés, contenant en poids < 0,25 % de carbone, largeur < 600 mm, autres que magnétiques;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24321012;Feuillards laminés à froid en aciers non alliés, contenant en poids >=  0,25 % mais < 0,6 % de carbone, d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24321014;Feuillards laminés à froid en aciers non alliés, contenant en poids >= 0,6 % de carbone, d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24321016;Feuillards laminés à froid en aciers alliés autres qu'inoxydable et magnétiques, d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24321018;Feuillards laminés à froid en acier inoxydable (à l'exclusion des feuillards magnétiques isolés, ondulés, des feuillards dentelés ou biseautés), d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24321022;Bandes laminées à froid refendues en aciers non alliés et en aciers alliés autres qu'inoxydable et magnétiques, d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;4,000,000;
PQNTBASE;24321025;Produits laminés plats dits «magnétiques» en fer ou en aciers non alliés, simplement laminés à froid, non plaqués ni revêtus, contenant en poids < 0,25 % de carbone, d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;40,000,000;
PQNTBASE;24321028;Bandes laminées à froid refendues en acier inoxydable, d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;50,000,000;
PQNTBASE;24321030;Produits laminés plats en aciers alliés autres qu'inoxydable, laminés à chaud ou à froid et zingués électrolytiquement, d'une largeur < 600 mm (à l'exclusion des produits en aciers à coupe rapide ou en aciers au silicium dits «magnétiques»);EU27TOTALS_2020;Jan.-Dec. 2017;20,000,000;
PQNTBASE;24321040;Produits laminés plats en aciers alliés autres qu'inoxydable, laminés à chaud ou à froid et zingués, d'une largeur < 600 mm (à l'exclusion des produits zingués électrolytiquement, en aciers à coupe rapide ou en aciers au silicium dits «magnétiques»);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24321050;Produits laminés plats en aciers alliés autres qu'inoxydable, laminés à chaud ou à froid et autrement traités, d'une largeur < 600 mm (à l'exclusion des produits zingués, en aciers à coupe rapide ou en aciers au silicium dits «magnétiques»);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;243210Z1;Feuillards laminés à froid et bandes laminées à froid refendues, en aciers non alliés et en aciers alliés autres qu'inoxydables, d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;7,000,000;
PQNTBASE;243210Z2;Feuillards laminés à froid et bandes laminées à froid refendues, en aciers inoxydables (à l'exclusion des feuillards magnétiques isolés, ondulés, feuillards dentelés ou biseautés), d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24322010;Feuillards laminés à froid en aciers non alliés, revêtus, d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;10,000,000;
PQNTBASE;24322020;Feuillards laminés à froid en aciers non alliés, revêtus de métal par trempe à chaud ou par électrolyse, d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24322030;Feuillards laminés à froid en aciers non alliés, revêtus de matières organiques, d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24322040;Bandes laminées à froid en aciers non alliés, refendues, revêtues de métal par trempe à chaud, d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24322050;Bandes laminées à froid en aciers non alliés, refendues, revêtues de métal par électrolyse, d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24322060;Bandes laminées à froid en aciers non alliés, refendues, revêtues de matières organiques, d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;243220Z1;Feuillards laminés à froid et bandes laminées à froid refendues, en aciers non alliés, revêtus de métal par trempe à chaud ou par électrolyse, d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;243220Z2;Feuillards laminés à froid et bandes laminées à froid refendues, en aciers non alliés revêtus de matières organiques, d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24331110;Profilés formés à froid à partir de produits plats, en aciers non alliés, non revêtus;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24331130;Profilés formés à froid à partir de produits plats, en aciers non alliés, zingués;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24331150;Profilés en fer ou en aciers non alliés, obtenus ou parachevés à froid et ayant subi certaines ouvraisons plus poussées ou forgés ou autrement obtenus à chaud et ayant subi certaines ouvraisons plus poussées, n.c.a. (à l'exclusion de ceux obtenus à partir de produits laminés plats);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24331200;Profilés formés à froid à partir de produits plats, en acier inoxydable;EU27TOTALS_2020;Jan.-Dec. 2017;2,000,000;
PQNTBASE;24332000;Tôles nervurées à froid, en aciers non alliés;EU27TOTALS_2020;Jan.-Dec. 2017;100,000,000;
PQNTBASE;24333000;Panneaux multiplis constitués uniquement ou principalement de deux parements en tôles nervurées en fer ou en aciers et d'une âme isolante (à l'exclusion des constructions préfabriquées);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24341130;Fils en fer ou en aciers non alliés, y compris torsadés, d'une teneur en poids en carbone < 0,25 % (à l'exclusion des fils multibrins, des fils barbelés utilisés comme clôture, des fils duplex, des fils en dents de scie et des fils isolés pour l'électricité);EU27TOTALS_2020;Jan.-Dec. 2017;900,000,000;
PQNTBASE;24341150;Fils en fer ou en aciers non alliés, y compris torsadés, d'une teneur en poids en carbone >= 0,25 % mais < 0,6 % (à l'exclusion des fils multibrins, des fils barbelés utilisés comme clôture, des fils duplex, des fils en dents de scie et des fils isolés pour l'électricité);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24341170;Fils en fer ou en aciers non alliés, y compris torsadés, d'une teneur en poids en carbone >= 0,6 % (à l'exclusion des fils multibrins, des fils barbelés utilisés comme clôture, des fils duplex, des fils en dents de scie et des fils isolés pour l'électricité);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24341200;Fils en acier inoxydable (à l'exclusion des fils stériles très fins utilisés en chirurgie);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24341300;Fils en aciers alliés autres qu'inoxydable (à l'exclusion des fils multibrins, des fils barbelés utilisés comme clôture, des fils duplex, des fils en dents de scie et des fils isolés pour l'électricité);EU27TOTALS_2020;Jan.-Dec. 2017;5,000,000;
PQNTBASE;24411030;Argent, y compris l'argent doré ou vermeil et l'argent platiné, sous formes brutes ou en poudre;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24411050;Argent, y compris l'argent doré ou vermeil et l'argent platiné, sous formes mi-ouvrées;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24412030;Or, y compris l'or platiné, sous formes brutes ou en poudre, à usage non monétaire;EU27TOTALS_2020;Jan.-Dec. 2017;9;
PQNTBASE;24412035;Or, y compris l'or platiné, en poudre;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24412040;Or, y compris l'or platiné, brut ou mi-ouvré;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24412050;Or, y compris l'or platiné, sous formes mi-ouvrées, à usage non monétaire (à l'exclusion de l'or;EU27TOTALS_2020;Jan.-Dec. 2017;700;
PQNTBASE;24412070;Or, y compris l'or platiné, à usage monétaire;EU27TOTALS_2020;Jan.-Dec. 2017;90;
PQNTBASE;24413010;Platine, brut ou en poudre;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24413015;Palladium, brut ou en poudre;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24413020;Rhodium, brut ou en poudre;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24413025;Iridium, osmium et ruthénium, brut ou en poudre;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24413030;Platine, palladium, rhodium, iridium, osmium et ruthénium, sous formes brutes ou en poudre;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24413040;"Platine en barres, fils et profilés, de section pleine; plaques; feuilles et bandes dont l'épaisseur, support non compris, excède 0,15 mm";EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24413045;Platine mi-ouvré;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24413050;Platine, palladium, rhodium, iridium, osmium et ruthénium, sous formes mi-ouvrées;EU27TOTALS_2020;Jan.-Dec. 2017;300,000;
PQNTBASE;24413055;Palladium mi-ouvré;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24413060;Rhodium mi-ouvré;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24413065;Iridium, osmium et ruthénium mi-ouvrés;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24413070;Catalyseurs sous forme de toiles ou de treillis en platine;EU27TOTALS_2020;Jan.-Dec. 2017;3,000,000;
PQNTBASE;24414000;Plaqué ou doublé d'or sur métaux communs, sous formes brutes ou mi-ouvrées;EU27TOTALS_2020;Jan.-Dec. 2017;900;
PQNTBASE;24415030;Plaqué et doublé d'argent sur métaux communs, sous formes brutes ou mi-ouvrées;EU27TOTALS_2020;Jan.-Dec. 2017;20;
PQNTBASE;24415050;Plaqué ou doublé de platine sur métaux communs, sous formes brutes ou mi-ouvrées;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24421130;Aluminium non allié, sous forme brute;EU27TOTALS_2020;Jan.-Dec. 2017;20,000,000;
PQNTBASE;24421153;Aluminium, sous forme brute, alliages primaires;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24421154;Aluminium allié, sous forme brute (à l'exclusion des poudres et paillettes d'aluminium);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24421155;Aluminium, sous forme brute, alliages secondaires;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24421200;Oxyde d'aluminium (à l'exclusion du corindon artificiel);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24422100;Poudres et paillettes d'aluminium (à l'exclusion des produits préparés comme couleurs, peintures, etc.);EU27TOTALS_2020;Jan.-Dec. 2017;30,000;
PQNTBASE;24422230;Barres et profilés en aluminium non allié (à l'exclusion des produits préparés en vue de leur utilisation dans la construction);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24422250;Barres et profilés en aluminium allié (à l'exclusion des produits préparés en vue de leur utilisation dans la construction);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24422330;Fils en aluminium non allié (à l'exclusion des fils et câbles isolés pour l'électricité, des ficelles et cordages renforcés à l'aide de fils d'aluminium et des fils et câbles multibrins);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24422350;Fils en aluminium allié (à l'exclusion des fils et câbles isolés pour l'électricité, des ficelles et cordages renforcés à l'aide de fils d'aluminium et des fils et câbles multibrins);EU27TOTALS_2020;Jan.-Dec. 2017;5,000,000;
PQNTBASE;24422430;Tôles et bandes en aluminium non allié, d'une épaisseur > 0,2 mm;EU27TOTALS_2020;Jan.-Dec. 2017;4,000,000;
PQNTBASE;24422450;Tôles et bandes en alliages d'aluminium, d'une épaisseur > 0,2 mm;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24422500;Feuilles et bandes minces, aluminium, d'une épaisseur <= 0,2 mm (à l'exclusion de tout support);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24422630;Tubes et tuyaux en aluminium non allié (à l'exclusion des profilés creux, des accessoires de tuyauterie, des tuyaux flexibles et des tubes et tuyaux préparés en vue de leur utilisation dans la construction, dans des parties de machines ou d'appareils, dans des véhicules et similaires);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24422650;Tubes et tuyaux en alliages d'aluminium (à l'exclusion des profilés creux, des accessoires de tuyauterie, des tuyaux flexibles et des tubes et tuyaux préparés en vue de leur utilisation dans la construction, dans des parties de machines ou d'appareils, dans des véhicules et similaires);EU27TOTALS_2020;Jan.-Dec. 2017;300,000;
PQNTBASE;24422670;Accessoires de tuyauterie (raccords, coudes, manchons, etc.) en aluminium (à l'exclusion des robinets, clapets et valves, supports, articles de boulonnerie et colliers);EU27TOTALS_2020;Jan.-Dec. 2017;200,000;
PQNTBASE;24431130;Plomb affiné sous forme brute (à l'exclusion des poudres et paillettes de plomb);EU27TOTALS_2020;Jan.-Dec. 2017;30,000,000;
PQNTBASE;24431150;Plomb sous forme brute contenant de l'antimoine (à l'exclusion des poudres et paillettes de plomb);EU27TOTALS_2020;Jan.-Dec. 2017;4,000,000;
PQNTBASE;24431190;Plomb sous forme brute (à l'exclusion des poudres et paillettes de plomb, du plomb contenant de l'antimoine et du plomb affiné);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24431230;Zinc non allié sous forme brute (à l'exclusion de la poussière, des poudres et des paillettes de zinc);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24431250;Alliages de zinc sous forme brute (à l'exclusion de la poussière, des poudres et des paillettes de zinc);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24431330;Étain non allié sous forme brute (à l'exclusion des poudres et des paillettes d'étain);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24431350;Alliages d'étain sous forme brute (à l'exclusion des poudres et des paillettes d'étain);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24432100;Tables, feuilles, bandes, poudres et paillettes en plomb (à l'exclusion des feuilles isolantes électriques et des poudres et paillettes préparées comme couleurs, peintures, etc.);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24432200;Poussières, poudres et paillettes de zinc (à l'exclusion des granulés et grenailles en zinc et des poudres et paillettes préparées comme couleurs, peintures, etc.);EU27TOTALS_2020;Jan.-Dec. 2017;40,000,000;
PQNTBASE;24432300;Barres, profilés, fils, tôles, feuilles et bandes en zinc;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24432400;Barres, profilés et fils en étain;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24441100;"Mattes de cuivre; cuivre de cément (précipité de cuivre) (à l'exclusion des poudres de cuivre)";EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24441200;"Cuivre non affiné, y compris le cuivre blister; anodes en cuivre pour affinage électrolytique (à l'exclusion du cuivre électrolytique et des anodes pour placage)";EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24441330;Cuivre affiné non allié sous forme brute (à l'exclusion des produits frittés laminés, filés ou forgés);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24441370;"Alliages de cuivre affiné sous forme brute (à l'exclusion des produits frittés laminés, filés ou forgés); alliages mères de cuivre, y compris ceux ne se prêtant généralement pas à la déformation plastique (à l'exclusion des combinaisons cuivre-phosphore [phosphore de cuivre] à teneur en poids en phosphore > 15 %)";EU27TOTALS_2020;Jan.-Dec. 2017;3,000,000;
PQNTBASE;24442100;Poudres et paillettes de cuivre (à l'exclusion du cuivre de cément, des poudres et paillettes utilisées dans la préparation de peintures comme l'or et le bronze [composés chimiques] et des billettes de cuivre affiné);EU27TOTALS_2020;Jan.-Dec. 2017;3,000,000;
PQNTBASE;24442200;Barres, profilés et profilés creux en cuivre et en alliages de cuivre (à l'exclusion des produits obtenus par moulage ou frittage et du fil-machine en bobines);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24442330;Fils en cuivre affiné, en alliages de cuivre, dont la plus grande dimension de la coupe transversale excède > 6 mm;EU27TOTALS_2020;Jan.-Dec. 2017;50,000;
PQNTBASE;24442350;Fils en cuivre affiné, dont la plus grande dimension de la coupe transversale <= 6 mm mais > 0,5 mm (à l'exclusion des ficelles et cordages renforcés à l'aide de fils et des fils et câbles multibrins);EU27TOTALS_2020;Jan.-Dec. 2017;5,000,000;
PQNTBASE;24442370;Fils en cuivre affiné, dont la plus grande dimension de la coupe transversale <= 0,5 mm (à l'exclusion des ficelles et cordages renforcés à l'aide de fils et des fils et câbles multibrins);EU27TOTALS_2020;Jan.-Dec. 2017;800,000;
PQNTBASE;24442400;Tôles et bandes en cuivre et en alliages de cuivre, d'une épaisseur > 0,15 mm (à l'exclusion du cuivre métallique déployé et des bandes isolées pour l'électricité);EU27TOTALS_2020;Jan.-Dec. 2017;6,000,000;
PQNTBASE;24442500;Feuilles et bandes minces en cuivre, sans support, d'une épaisseur <= 0,15 mm;EU27TOTALS_2020;Jan.-Dec. 2017;100,000;
PQNTBASE;24442630;Tubes et tuyaux en cuivre;EU27TOTALS_2020;Jan.-Dec. 2017;10,000,000;
PQNTBASE;24442650;Accessoires de tuyauterie en cuivre;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24451100;Nickel sous forme brute;EU27TOTALS_2020;Jan.-Dec. 2017;7,000,000;
PQNTBASE;24451110;Nickel, non allié, sous forme brute;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24451120;Alliages de nickel sous forme brute;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24451200;Mattes de nickel, sinters d'oxydes de nickel et autres produits intermédiaires de la métallurgie du nickel, y compris les oxydes de nickel impurs, le speiss de nickel et le ferro-nickel impur;EU27TOTALS_2020;Jan.-Dec. 2017;4,000,000;
PQNTBASE;24451210;Alliages de nickel sous forme brute;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24451220;Alliages de nickel sous forme brute;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24452100;Poudres et paillettes de nickel (à l'exclusion des sinters d'oxydes de nickel);EU27TOTALS_2020;Jan.-Dec. 2017;300,000;
PQNTBASE;24452200;Barres, profilés et fils en nickel et en alliages de nickel (à l'exclusion des produits préparés en vue de leur utilisation dans la construction, des barres et fils isolés pour l'électricité et des fils émaillés);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24452300;Tôles, bandes et feuilles en nickel et en alliages de nickel (à l'exclusion des produits déployés);EU27TOTALS_2020;Jan.-Dec. 2017;3,000,000;
PQNTBASE;24452400;Tubes, tuyaux et accessoires de tuyauterie en nickel;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453013;Tungstène (wolfram) et ouvrages en tungstène (à l'exclusion des déchets et débris) n.c.a.;EU27TOTALS_2020;Jan.-Dec. 2017;1,000,000;
PQNTBASE;24453017;Molybdène et ouvrages en molybdène (à l'exclusion des déchets et débris) n.c.a.;EU27TOTALS_2020;Jan.-Dec. 2017;1,000,000;
PQNTBASE;24453020;"Tantale brut, y compris les barres de tantale obtenues simplement par frittage; poudre de tantale";EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453021;"Tantale et ouvrages en tantale: barres autres que celles obtenues simplement par frittage; profilés, fils, plaques, feuilles et bandes";EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453022;Autres ouvrages en tantale (à l'exclusion des déchets et débris) n.c.a.;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453023;Tantale et ouvrages en tantale (à l'exclusion des déchets et débris) n.c.a.;EU27TOTALS_2020;Jan.-Dec. 2017;300,000;
PQNTBASE;24453024;Magnésium brut, contenant >= 99,8 % en poids de magnésium;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453025;Magnésium et ouvrages en magnésium (à l'exclusion des déchets et débris) n.c.a.;EU27TOTALS_2020;Jan.-Dec. 2017;2,000,000;
PQNTBASE;24453026;Magnésium brut, contenant < 99,8 % en poids de magnésium;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453027;"Mattes de cobalt et autres produits intermédiaires de la métallurgie du cobalt; cobalt et ouvrages en cobalt (à l'exclusion des déchets et débris) n.c.a.";EU27TOTALS_2020;Jan.-Dec. 2017;400,000;
PQNTBASE;24453028;Autres ouvrages en magnésium (à l'exclusion des déchets et débris), n.c.a.;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453030;"Bismuth et ouvrages en bismuth, y compris les déchets et débris, n.c.a.; cadmium et ouvrages en cadmium (à l'exclusion des déchets et débris) n.c.a.";EU27TOTALS_2020;Jan.-Dec. 2017;9,000;
PQNTBASE;24453031;Bismuth brut, bismuth en poudre (à l'exclusion des déchets et débris);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453032;Ouvrages en bismuth (à l'exclusion des déchets et débris), n.c.a.;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453033;Cadmium et ouvrages en cadmium (à l'exclusion des déchets et débris), n.c.a.;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453035;"Mattes de cobalt et autres produits intermédiaires de métallurgie du cobalt; cobalt brut; poudres (à l'exclusion des déchets et débris de cobalt)";EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453036;Ouvrages en cobalt, n.c.a.;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453043;Titane et ouvrages en titane (à l'exclusion des déchets et débris) n.c.a.;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453045;"Antimoine. Antimoine brut; poudres";EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453046;"Antimoine et ouvrages en antimoine (à l'exclusion de l'antimoine brut; poudres; déchets et débris)";EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453047;"Zirconium et ouvrages en zirconium (à l'exclusion des déchets et débris) n.c.a.; antimoine et ouvrages en antimoine (à l'exclusion des déchets et débris) n.c.a.";EU27TOTALS_2020;Jan.-Dec. 2017;200,000;
PQNTBASE;24453048;Zirconium et ouvrages en zirconium (à l'exclusion des déchets et débris), n.c.a.;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453055;"Béryllium, chrome, germanium, vanadium, gallium, hafnium («celtium»), indium, niobium («columbium»), rhénium et thallium, ainsi que les ouvrages en ces métaux n.c.a.; déchets et débris de ces métaux (à l'exclusion des déchets et débris de béryllium, de chrome et de thallium)";EU27TOTALS_2020;Jan.-Dec. 2017;5,000,000;
PQNTBASE;24453057;"Manganèse et ouvrages en manganèse, y compris les déchets et débris, n.c.a.; cermets et ouvrages en cermets, y compris les déchets et débris, n.c.a.";EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453060;Béryllium brut et poudres de béryllium;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453061;Ouvrages en béryllium, n.c.a. (à l'exclusion des déchets et débris);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453062;Hafnium («celtium») brut et poudres de hafnium;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453063;Ouvrages en hafnium  («celtium»)  et germanium, n.c.a.;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453064;"Niobium («columbium») et rhénium bruts; niobium («columbium») et rhénium en poudre";EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453065;Ouvrages en niobium («columbium») ou rhénium, n.c.a.;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453066;Déchets et débris de niobium («columbium»), rhénium, gallium, indium, vanadium et germanium (à l'exclusion des cendres et résidus contenant ces métaux);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453070;"Indium brut; indium en poudre";EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453071;Ouvrages en gallium, indium et vanadium, n.c.a.;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453073;"Gallium brut; gallium en poudre";EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453076;"Vanadium brut; vanadium en poudre (à l'exclusion des cendres et résidus contenant du vanadium)";EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453079;"Germanium brut; germanium en poudre";EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453082;Chrome et thallium, et ouvrages en ces métaux, n.c.a. (à l'exclusion des déchets et débris de ces métaux);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453085;"Manganèse. Manganèse brut; poudres";EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453086;Déchets et débris de manganèse (à l'exclusion des cendres et résidus contenant du manganèse);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453087;Ouvrages en manganèse, n.c.a.;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24453090;Cermets et ouvrages en cermets, y compris les déchets et débris de cermets (à l'exclusion des cendres et résidus contenant du cermets);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24511110;Parties de véhicules routiers, moteurs à piston et autres machines, appareils et engins mécaniques, en fonte malléable;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24511190;Pièces en fonte malléable pour autres utilisations;EU27TOTALS_2020;Jan.-Dec. 2017;30,000;
PQNTBASE;24511210;Parties de véhicules routiers en fonte à graphite sphéroïdal;EU27TOTALS_2020;Jan.-Dec. 2017;40,000,000;
PQNTBASE;24511220;Arbres de transmission, vilebrequins, arbres à cames, manivelles, paliers (autres qu'à roulements incorporés) et coussinets en fonte à graphite sphéroïdal;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;24511240;Autres parties des moteurs à piston et des organes mécaniques en fonte à graphite sphéroïdal;EU27TOTALS_2020;Jan.-Dec. 2017;10,000,000;
PQNTBASE;24511250;Parties de machines, appareils et engins mécaniques en fonte à graphite sphéroïdal (à l'exclusion des moteurs à piston);EU27TOTALS_2020;Jan.-Dec. 2017;:;
